LocalCol;TimeCol;MISURATORE DI PORTATA [EW168];POSIZIONE GETTO 1 [EW64];PRESSIONE ACQUA TURBINA [EW164];G1 : Potenza attiva prodotta Turbina [STRUMENTO];POSIZIONE GETTO 2 [EW66];LIVELLO ALL'OPERA DI PRESA [PlcOperaP]
04/12/2024 17:15;04/12/2024 16:15;12,2179;14,7792;31,1936;32,6724;0,262613;41,4078
04/12/2024 17:30;04/12/2024 16:30;12,236;14,7792;31,101;32,6352;0,266592;40,6899
04/12/2024 17:45;04/12/2024 16:45;12,2287;20,1782;30,8999;52,6368;0,270571;40,3865
04/12/2024 18:00;04/12/2024 17:00;12,2143;21,1235;30,9057;56,3736;0,270571;40,8524
04/12/2024 18:15;04/12/2024 17:15;12,2287;14,9137;31,1314;33,2472;0,270571;40,8524
04/12/2024 18:30;04/12/2024 17:30;12,1962;14,9137;31,0518;32,9892;0,254655;40,484
04/12/2024 18:45;04/12/2024 17:45;12,1962;14,9137;31,0301;33,1596;0,167118;40,6682
04/12/2024 19:00;04/12/2024 18:00;12,2287;14,9097;31,0272;33,1308;0,270571;40,5761
04/12/2024 19:15;04/12/2024 18:15;12,1889;14,9137;31,0258;33,1764;0,218845;40,2971
04/12/2024 19:30;04/12/2024 18:30;12,2323;14,9137;31,02;33,0492;0,270571;40,5355
04/12/2024 19:45;04/12/2024 18:45;99,8806;0,2;31,4887;0;0,135286;41,0475
04/12/2024 20:00;04/12/2024 19:00;99,8264;0,2;31,5061;0;0,202929;41,3157
04/12/2024 20:15;04/12/2024 19:15;12,1962;14,9137;30,8984;32,0232;0;29,1981
04/12/2024 20:30;04/12/2024 19:30;12,1889;14,9137;31,0229;32,6184;0;40,4813
04/12/2024 20:45;04/12/2024 19:45;12,236;14,9137;30,9852;32,2764;0;40,4813
04/12/2024 21:00;04/12/2024 20:00;99,8626;0,2;31,5582;0;0;41,6056
04/12/2024 21:15;04/12/2024 20:15;12,2251;21,3331;30,7668;55,026;0;40,8552
04/12/2024 21:30;04/12/2024 20:30;12,2179;17,7496;31,0258;43,956;0;40,8524
04/12/2024 21:45;04/12/2024 20:45;12,236;14,8821;31,1314;32,9808;0;40,9446
04/12/2024 22:00;04/12/2024 21:00;12,1889;14,9018;31,1227;33,012;0;41,3157
04/12/2024 22:15;04/12/2024 21:15;12,2106;23,1803;30,8464;63,3492;0;40,9554
04/12/2024 22:30;04/12/2024 21:30;12,1926;25,3082;30,8275;69,8796;0;40,7197
04/12/2024 22:45;04/12/2024 21:45;12,2287;24,3629;30,8449;67,422;0;40,8524
04/12/2024 23:00;04/12/2024 22:00;12,2323;24,3629;30,8304;67,2036;0;40,9446
04/12/2024 23:15;04/12/2024 22:15;12,236;32,1944;30,6149;90,042;0;40,6113
04/12/2024 23:30;04/12/2024 22:30;12,1889;35,1609;30,246;95,5644;0;38,8288
04/12/2024 23:45;04/12/2024 22:45;12,1998;33,8121;30,3979;93,1836;0;40,3025
05/12/2024;04/12/2024 23:00;12,2106;25,7117;30,8449;72,4584;0;41,1288
05/12/2024 00:15;04/12/2024 23:15;12,2323;27,0644;30,7581;75,3732;0;40,6709
05/12/2024 00:30;04/12/2024 23:30;12,2251;32,3645;30,6221;90,4404;0;40,9716
05/12/2024 00:45;04/12/2024 23:45;12,2287;33,1357;30,57;92,9976;0;40,9446
05/12/2024 01:00;05/12/2024;12,2143;22,4723;30,9939;62,0652;0;41,2209
05/12/2024 01:15;05/12/2024 00:15;12,1998;17,7496;31,1314;44,4192;0;40,8524
05/12/2024 01:30;05/12/2024 00:30;12,2468;29,6274;30,7234;83,8212;0;40,6682
05/12/2024 01:45;05/12/2024 00:45;12,2143;24,6319;30,9578;68,3976;0;41,4999
05/12/2024 02:00;05/12/2024 01:00;12,2143;21,7999;31,059;59,4408;0;41,592
05/12/2024 02:15;05/12/2024 01:15;12,2432;35,1609;30,7595;99,4476;0;40,9906
05/12/2024 02:30;05/12/2024 01:30;12,1962;34,4885;30,8232;97,1904;0;41,4078
05/12/2024 02:45;05/12/2024 01:45;12,2251;25,7117;31,1227;73,3908;0;41,695
05/12/2024 03:00;05/12/2024 02:00;12,2432;33,4087;30,8189;94,0548;0;41,2209
05/12/2024 03:15;05/12/2024 02:15;12,2106;47,9918;30,1244;122,974;0;40,251
05/12/2024 03:30;05/12/2024 02:30;12,2287;41,2283;30,4919;111,295;0;33,5489
05/12/2024 03:45;05/12/2024 02:45;12,1926;40,9672;30,0883;108,545;0;32,1591
05/12/2024 04:00;05/12/2024 03:00;12,2179;37,9968;30,2879;102,984;0;34,1476
05/12/2024 04:15;05/12/2024 03:15;12,2143;37,9968;30,246;102,932;0;34,4889
05/12/2024 04:30;05/12/2024 03:30;12,2251;40,8327;30,1027;107,977;0;34,3589
05/12/2024 04:45;05/12/2024 03:45;12,207;31,6525;30,7436;89,6364;0;41,3157
05/12/2024 05:00;05/12/2024 04:00;12,2106;26,119;30,8536;74,0244;0;41,2209
05/12/2024 05:15;05/12/2024 04:15;12,2251;35,9717;30,421;98,79;0;40,5761
05/12/2024 05:30;05/12/2024 04:30;12,207;41,9165;29,9421;110,233;0;27,1718
05/12/2024 05:45;05/12/2024 04:45;12,1998;35,1609;30,3067;96,7716;0;33,2427
05/12/2024 06:00;05/12/2024 05:00;12,2613;34,4885;30,34;94,7736;0;33,4676
05/12/2024 06:15;05/12/2024 05:15;12,2432;31,6525;30,2995;86,9856;0;32,533
05/12/2024 06:30;05/12/2024 05:30;12,2106;23,5521;30,8391;65,3532;0;40,8552
05/12/2024 06:45;05/12/2024 05:45;12,2432;14,9137;31,1212;33,1032;0;40,8633
05/12/2024 07:00;05/12/2024 06:00;12,2179;14,9137;31,1068;33,1164;0;40,9446
05/12/2024 07:15;05/12/2024 06:15;12,2541;20,4472;30,8984;53,5572;0;40,8524
05/12/2024 07:30;05/12/2024 06:30;12,236;18,3983;30,9259;46,2564;0;40,4813
05/12/2024 07:45;05/12/2024 06:45;12,2251;14,7792;31,059;32,2044;0;40,7089
05/12/2024 08:00;05/12/2024 07:00;12,2323;14,7792;31,0836;32,1912;0;40,7603
05/12/2024 08:15;05/12/2024 07:15;12,2504;14,7792;31,101;32,1036;0;40,9337
05/12/2024 08:30;05/12/2024 07:30;12,2504;19,3674;30,9216;49,2096;0;40,6682
05/12/2024 08:45;05/12/2024 07:45;12,2251;14,8227;31,0576;32,7708;0;40,4813
05/12/2024 09:00;05/12/2024 08:00;12,2143;14,9137;31,0634;32,3016;0;40,9364
05/12/2024 09:15;05/12/2024 08:15;12,1998;14,9137;31,0301;32,346;0;40,4651
05/12/2024 09:30;05/12/2024 08:30;12,2468;14,9137;31,0446;32,1096;0;40,1237
05/12/2024 09:45;05/12/2024 08:45;12,2323;14,9137;31,072;32,172;0;40,7603
05/12/2024 10:00;05/12/2024 09:00;12,2323;14,9137;31,0301;32,4192;0;40,3784
05/12/2024 10:15;05/12/2024 09:15;12,2468;14,9137;31,0286;32,58;0;40,3784
05/12/2024 10:30;05/12/2024 09:30;12,2179;14,9137;31,1227;32,5356;0;41,1288
05/12/2024 10:45;05/12/2024 09:45;12,2468;15,1827;31,0229;34,1604;0;41,0421
05/12/2024 11:00;05/12/2024 10:00;12,2143;21,258;30,8565;56,6076;0;40,7658
05/12/2024 11:15;05/12/2024 10:15;12,2179;15,859;31,0807;36,0372;0;41,0827
05/12/2024 11:30;05/12/2024 10:30;12,2179;14,799;31,1155;31,7724;0;41,3157
05/12/2024 11:45;05/12/2024 10:45;12,2504;27,8;30,5527;77,2548;0;39,8311
05/12/2024 12:00;05/12/2024 11:00;12,207;16,8043;30,9925;40,212;0;40,2971
05/12/2024 12:15;05/12/2024 11:15;12,2106;15,1827;31,0981;34,6848;0;40,7603
05/12/2024 12:30;05/12/2024 11:30;12,207;15,1827;31,0142;34,5936;0;40,7658
05/12/2024 12:45;05/12/2024 11:45;12,2541;19,3674;30,8247;49,236;0;40,7603
05/12/2024 13:00;05/12/2024 12:00;12,207;20,8546;30,8738;54,9288;0;40,7603
05/12/2024 13:15;05/12/2024 12:15;12,2323;20,8546;30,8536;54,7584;0;40,8524
05/12/2024 13:30;05/12/2024 12:30;12,207;21,7999;30,8377;58,0944;0;40,8524
05/12/2024 13:45;05/12/2024 12:45;12,2251;18,695;30,9144;47,5932;0;40,7766
05/12/2024 14:00;05/12/2024 13:00;12,2143;21,258;30,8319;56,9628;0;40,6682
05/12/2024 14:15;05/12/2024 13:15;12,2287;26,388;30,5411;72,4848;0;37,3388
05/12/2024 14:30;05/12/2024 13:30;12,2106;22,6147;30,7827;62,2536;0;36,7835
05/12/2024 14:45;05/12/2024 13:45;12,2106;14,7792;31,1863;32,7192;0;40,8524
05/12/2024 15:00;05/12/2024 14:00;12,2432;14,7792;31,182;32,5752;0;41,1288
05/12/2024 15:15;05/12/2024 14:15;12,2541;17,7496;30,9274;44,0172;0;40,6682
05/12/2024 15:30;05/12/2024 14:30;12,2541;22,8797;30,8811;62,4276;0;40,5761
05/12/2024 15:45;05/12/2024 14:45;12,2251;15,1827;31,2442;34,2816;0;41,546
05/12/2024 16:00;05/12/2024 15:00;12,236;20,724;30,9057;54,726;0;41,0367
05/12/2024 16:15;05/12/2024 15:15;12,2468;25,9846;30,6655;71,7324;0;40,205
05/12/2024 16:30;05/12/2024 15:30;12,2323;14,7792;31,182;32,7936;0;40,7603
05/12/2024 16:45;05/12/2024 15:45;12,1998;15,859;31,1444;36,4512;0;40,8524
05/12/2024 17:00;05/12/2024 16:00;12,2106;26,1467;30,7147;72,4848;0;40,2944
05/12/2024 17:15;05/12/2024 16:15;12,1926;18,695;31,0214;48,3852;0;40,7603
05/12/2024 17:30;05/12/2024 16:30;12,2504;16,1794;31,1994;37,8348;0;40,996
05/12/2024 17:45;05/12/2024 16:45;12,236;29,8964;30,8203;84,1872;0;40,7603
05/12/2024 18:00;05/12/2024 17:00;12,2468;26,7914;30,855;75,7116;0;40,7603
05/12/2024 18:15;05/12/2024 17:15;12,236;14,6447;31,4019;32,2464;0;41,592
05/12/2024 18:30;05/12/2024 17:30;12,2432;24,6319;30,8955;68,478;0;40,8552
05/12/2024 18:45;05/12/2024 17:45;12,2143;30,3038;30,7104;84,7044;0;38,7258
05/12/2024 19:00;05/12/2024 18:00;12,2504;14,7792;31,0431;31,8828;0;40,1833
05/12/2024 19:15;05/12/2024 18:15;12,2179;14,7792;31,1097;31,8072;0;40,4813
05/12/2024 19:30;05/12/2024 18:30;12,2323;14,7792;31,0431;31,7592;0;39,9314
05/12/2024 19:45;05/12/2024 18:45;12,2251;14,7792;31,0402;31,6776;0;40,4813
05/12/2024 20:00;05/12/2024 19:00;12,2251;14,7792;31,0055;31,8192;0;40,2971
05/12/2024 20:15;05/12/2024 19:15;12,2432;14,7792;31,0258;32,0424;0;37,2928
05/12/2024 20:30;05/12/2024 19:30;12,2251;14,7792;31,1531;32,1;0;40,9446
05/12/2024 20:45;05/12/2024 19:45;12,2504;14,7792;31,1126;32,1432;0;40,9446
05/12/2024 21:00;05/12/2024 20:00;12,2323;14,7792;31,0431;31,722;0;40,6682
05/12/2024 21:15;05/12/2024 20:15;12,2251;14,7792;31,0258;31,8012;0;40,5761
05/12/2024 21:30;05/12/2024 20:30;12,2504;14,7792;31,1198;31,9704;0;41,1748
05/12/2024 21:45;05/12/2024 20:45;12,1998;15,859;30,9042;35,8764;0;40,3865
05/12/2024 22:00;05/12/2024 21:00;12,2504;16,8281;31,02;40,308;0;40,2971
05/12/2024 22:15;05/12/2024 21:15;12,2251;14,7792;31,0952;31,2096;0;40,5761
05/12/2024 22:30;05/12/2024 21:30;12,207;20,8546;30,8854;54,7536;0;40,3079
05/12/2024 22:45;05/12/2024 21:45;12,2432;17,6152;30,9939;42,9564;0;40,8524
05/12/2024 23:00;05/12/2024 22:00;12,2287;15,7245;31,2037;36,4368;0;41,4999
05/12/2024 23:15;05/12/2024 22:15;12,2468;30,3038;30,6713;84,2868;0;40,6682
05/12/2024 23:30;05/12/2024 22:30;12,2143;25,9885;30,8406;72,9852;0;40,9473
05/12/2024 23:45;05/12/2024 22:45;12,236;14,9097;31,3194;33,522;0;41,592
06/12/2024;05/12/2024 23:00;12,236;27,7526;30,761;77,8596;0;40,8524
06/12/2024 00:15;05/12/2024 23:15;12,2106;31,6525;30,57;88,806;0;40,4353
06/12/2024 00:30;05/12/2024 23:30;12,2541;16,9388;31,2399;41,1816;0;41,2209
06/12/2024 00:45;05/12/2024 23:45;12,2287;21,7999;31,0185;58,7592;0;41,015
06/12/2024 01:00;06/12/2024;12,2468;35,9638;30,434;99,1032;0;40,0208
06/12/2024 01:15;06/12/2024 00:15;12,2613;25,9925;30,9795;74,0172;0;41,3157
06/12/2024 01:30;06/12/2024 00:30;12,2541;16,5314;31,2934;39,6828;0;41,8683
06/12/2024 01:45;06/12/2024 00:45;12,2468;34,2116;30,4586;94,362;0;40,0208
06/12/2024 02:00;06/12/2024 01:00;12,2106;33,1357;30,5657;92,8332;0;36,9677
06/12/2024 02:15;06/12/2024 01:15;12,2432;37,9968;30,2995;103,17;0;36,5992
06/12/2024 02:30;06/12/2024 01:30;12,2323;39,4009;30,2011;106,044;0;35,7269
06/12/2024 02:45;06/12/2024 01:45;12,2323;40,1564;30,1794;107,222;0;34,562
06/12/2024 03:00;06/12/2024 02:00;12,2251;36,917;30,421;101,388;0;34,4699
06/12/2024 03:15;06/12/2024 02:15;12,2504;36,2406;30,3979;99,3084;0;35,3747
06/12/2024 03:30;06/12/2024 02:30;12,2179;37,3244;30,3762;101,916;0;35,223
06/12/2024 03:45;06/12/2024 02:45;12,2468;31,6525;30,6221;89,3364;0;35,2339
06/12/2024 04:00;06/12/2024 03:00;12,2179;25,4427;30,8999;71,4;0;41,0719
06/12/2024 04:15;06/12/2024 03:15;12,2179;29,6274;30,7118;84,0036;0;41,0367
06/12/2024 04:30;06/12/2024 03:30;12,2432;44,7485;29,6629;113,8;0;27,3506
06/12/2024 04:45;06/12/2024 03:45;12,2106;40,4293;29,9942;107,417;0;33,5543
06/12/2024 05:00;06/12/2024 04:00;12,2504;38,5387;30,1765;104,002;0;31,4954
06/12/2024 05:15;06/12/2024 04:15;12,2287;30,3038;30,6149;85,6728;0;28,9245
06/12/2024 05:30;06/12/2024 04:30;12,2143;29,8964;30,5874;84,0888;0;34,0988
06/12/2024 05:45;06/12/2024 04:45;12,2287;26,827;30,8927;77,0136;0;40,7603
06/12/2024 06:00;06/12/2024 05:00;12,2251;14,9137;31,3267;33,6144;0;41,592
06/12/2024 06:15;06/12/2024 05:15;12,2504;22,7412;30,9404;61,9368;0;40,9446
06/12/2024 06:30;06/12/2024 05:30;12,2106;35,1609;30,6597;97,83;0;40,5761
06/12/2024 06:45;06/12/2024 05:45;12,2179;25,0432;31,0113;70,5732;0;41,1369
06/12/2024 07:00;06/12/2024 06:00;12,2468;16,5314;31,2572;40,08;0;41,4105
06/12/2024 07:15;06/12/2024 06:15;12,2432;26,7914;30,8536;74,2608;0;40,7631
06/12/2024 07:30;06/12/2024 06:30;12,236;21,7999;30,9693;59,2584;0;40,3892
06/12/2024 07:45;06/12/2024 06:45;12,2179;14,7792;31,2514;32,46;0;41,2263
06/12/2024 08:00;06/12/2024 07:00;12,2504;16,9111;30,9823;39,8532;0;40,8524
06/12/2024 08:15;06/12/2024 07:15;12,236;22,4762;30,871;60,3516;0;40,7603
06/12/2024 08:30;06/12/2024 07:30;12,2179;14,7792;31,1444;32,442;0;40,717
06/12/2024 08:45;06/12/2024 07:45;12,2504;14,7792;31,072;32,6484;0;40,2971
06/12/2024 09:00;06/12/2024 08:00;12,2432;14,7792;31,114;32,6064;0;40,6682
06/12/2024 09:15;06/12/2024 08:15;12,2179;20,5816;30,897;54,2988;0;39,1945
06/12/2024 09:30;06/12/2024 08:30;12,2541;17,0733;30,9939;40,9764;0;41,0367
06/12/2024 09:45;06/12/2024 08:45;12,2143;14,9137;31,0807;33,0384;0;40,4813
06/12/2024 10:00;06/12/2024 09:00;12,2179;14,9137;31,0561;33,3384;0;40,782
06/12/2024 10:15;06/12/2024 09:15;12,2287;14,9137;31,1212;33,5712;0;41,1288
06/12/2024 10:30;06/12/2024 09:30;12,2287;22,6067;30,871;61,632;0;40,8633
06/12/2024 10:45;06/12/2024 09:45;12,2541;15,859;31,1024;36,4044;0;40,8524
06/12/2024 11:00;06/12/2024 10:00;12,2106;14,9453;31,1227;33,3516;0;40,2971
06/12/2024 11:15;06/12/2024 10:15;12,2468;14,9968;31,0778;33,7524;0;40,7603
06/12/2024 11:30;06/12/2024 10:30;12,2323;19,7748;30,9462;52,128;0;38,2518
06/12/2024 11:45;06/12/2024 10:45;12,236;25,3082;30,5194;68,5224;0;40,3892
06/12/2024 12:00;06/12/2024 11:00;12,2251;14,7792;31,1574;32,8476;0;40,9229
06/12/2024 12:15;06/12/2024 11:15;12,2468;23,4176;30,7378;63,186;0;40,5761
06/12/2024 12:30;06/12/2024 11:30;12,2143;19,7748;30,8203;51,906;0;38,9101
06/12/2024 12:45;06/12/2024 11:45;12,2287;22,2033;30,8767;60,5352;0;32,9312
06/12/2024 13:00;06/12/2024 12:00;12,2432;24,2284;30,7118;66,9228;0;36,136
06/12/2024 13:15;06/12/2024 12:15;12,2541;27,1988;30,515;75,8664;0;36,3906
06/12/2024 13:30;06/12/2024 12:30;12,236;14,795;31,1675;32,9496;0;40,8524
06/12/2024 13:45;06/12/2024 12:45;12,236;14,8583;31,1241;32,7768;0;40,7603
06/12/2024 14:00;06/12/2024 13:00;12,2179;16,8676;30,9549;40,3596;0;36,415
06/12/2024 14:15;06/12/2024 13:15;12,207;18,2876;30,8912;44,9832;0;40,3431
06/12/2024 14:30;06/12/2024 13:30;12,1926;18,695;30,9534;47,298;0;40,9446
06/12/2024 14:45;06/12/2024 13:45;12,2649;20,1782;30,9216;52,9752;0;40,9446
06/12/2024 15:00;06/12/2024 14:00;12,2432;14,9137;31,0851;32,8908;0;41,0367
06/12/2024 15:15;06/12/2024 14:15;12,2179;16,8043;31,0503;39,9768;0;41,3049
06/12/2024 15:30;06/12/2024 14:30;12,2541;25,3082;30,803;69,6528;0;40,8524
06/12/2024 15:45;06/12/2024 14:45;12,2504;16,2625;31,1791;38,3712;0;41,1261
06/12/2024 16:00;06/12/2024 15:00;12,2432;16,2625;31,1314;38,7696;0;40,6574
06/12/2024 16:15;06/12/2024 15:15;12,2504;25,7117;30,6641;70,752;0;34,6785
06/12/2024 16:30;06/12/2024 15:30;12,2541;18,422;30,9939;46,4664;0;37,244
06/12/2024 16:45;06/12/2024 15:45;12,2685;14,8425;31,1849;32,388;0;41,0367
06/12/2024 17:00;06/12/2024 16:00;12,2287;23,9595;30,7682;65,262;0;40,7603
06/12/2024 17:15;06/12/2024 16:15;12,2794;18,695;30,9621;48,4104;0;40,6682
06/12/2024 17:30;06/12/2024 16:30;12,2251;14,9137;31,0648;33,2148;0;40,9418
06/12/2024 17:45;06/12/2024 16:45;12,2613;14,9137;31,1024;33,3768;0;41,1261
06/12/2024 18:00;06/12/2024 17:00;12,2685;14,9137;31,0344;33,336;0;40,6791
06/12/2024 18:15;06/12/2024 17:15;12,2323;14,9137;31,0258;33,1308;0;40,3486
06/12/2024 18:30;06/12/2024 17:30;12,236;14,9137;31,0619;32,97;0;36,602
06/12/2024 18:45;06/12/2024 17:45;12,2251;14,9137;31,0431;33,1308;0;37,2575
06/12/2024 19:00;06/12/2024 18:00;12,2468;14,9137;30,9563;33,318;0;35,2095
06/12/2024 19:15;06/12/2024 18:15;99,8481;0,2;31,2297;0;0;38,6337
06/12/2024 19:30;06/12/2024 18:30;99,8336;0,2;31,2211;0;0;40,8524
06/12/2024 19:45;06/12/2024 18:45;12,2287;15,0482;30,8304;32,5068;0;40,8064
06/12/2024 20:00;06/12/2024 19:00;12,2179;15,0482;30,434;31,3464;0;28,3692
06/12/2024 20:15;06/12/2024 19:15;99,8336;0,2;31,2095;0;0;37,6178
06/12/2024 20:30;06/12/2024 19:30;99,8698;0,2;31,2601;0;0;41,0367
06/12/2024 20:45;06/12/2024 19:45;99,8445;0,2;31,2182;0;0;40,8524
06/12/2024 21:00;06/12/2024 20:00;12,236;14,1029;30,1895;40,3656;5,83718;18,2211
06/12/2024 21:15;06/12/2024 20:15;99,8626;0,2;31,3325;0;0;41,1288
06/12/2024 21:30;06/12/2024 20:30;99,8372;0,2;31,4193;0;0;41,3265
06/12/2024 21:45;06/12/2024 20:45;12,2106;19,3674;30,9259;48,8052;0;40,5761
06/12/2024 22:00;06/12/2024 21:00;12,2649;19,7748;30,991;51,7752;0;41,0638
06/12/2024 22:15;06/12/2024 21:15;12,2323;14,7832;31,1155;32,3208;0;41,1288
06/12/2024 22:30;06/12/2024 21:30;12,2323;14,7792;31,2254;32,772;0;41,4213
06/12/2024 22:45;06/12/2024 21:45;12,236;23,1486;30,8767;62,1024;0;40,9446
06/12/2024 23:00;06/12/2024 22:00;12,2432;26,7914;30,5874;73,338;0;36,6913
06/12/2024 23:15;06/12/2024 22:15;12,2143;14,799;31,2066;32,5812;0;41,0367
06/12/2024 23:30;06/12/2024 22:30;12,2179;17,3422;31,1227;41,7348;0;40,9852
06/12/2024 23:45;06/12/2024 22:45;12,2323;28,8166;30,4688;79,1832;0;33,454
07/12/2024;06/12/2024 23:00;12,2323;24,2284;30,8666;65,772;0;38,8288
07/12/2024 00:15;06/12/2024 23:15;12,2432;17,0733;31,1777;41,394;0;41,4078
07/12/2024 00:30;06/12/2024 23:30;12,2649;26,388;30,7986;72,8016;0;41,1288
07/12/2024 00:45;06/12/2024 23:45;12,2179;36,917;30,11;99,4656;0;33,7331
07/12/2024 01:00;07/12/2024;12,2504;42,9923;30,3414;113,708;0;40,3892
07/12/2024 01:15;07/12/2024 00:15;12,2287;47,3115;30,0391;120,979;0;33,2698
07/12/2024 01:30;07/12/2024 00:30;12,2251;46,2317;30,0029;118,939;0;35,3097
07/12/2024 01:45;07/12/2024 00:45;12,2179;40,1564;30,5715;109,462;0;38,9101
07/12/2024 02:00;07/12/2024 01:00;12,2432;30,9762;30,8623;88,0776;0;40,8524
07/12/2024 02:15;07/12/2024 01:15;12,2468;33,4087;30,787;94,59;0;40,5761
07/12/2024 02:30;07/12/2024 01:30;12,236;42,3872;30,2807;112,832;0;36,7835
07/12/2024 02:45;07/12/2024 01:45;12,2106;44,2066;30,2025;116,154;0;37,7072
07/12/2024 03:00;07/12/2024 02:00;12,2685;43,9377;30,162;115,271;0;36,4177
07/12/2024 03:15;07/12/2024 02:15;12,2794;37,6764;30,2242;101,921;0;37,523
07/12/2024 03:30;07/12/2024 02:30;12,2432;30,9762;30,7595;87,5388;0;41,3157
07/12/2024 03:45;07/12/2024 02:45;12,2432;24,6398;30,8666;69,1488;0;41,3157
07/12/2024 04:00;07/12/2024 03:00;12,2179;29,224;30,7653;82,56;0;41,3157
07/12/2024 04:15;07/12/2024 03:15;12,2649;25,3082;30,9216;71,106;0;41,443
07/12/2024 04:30;07/12/2024 03:30;12,207;22,2033;31,02;60,0504;0;41,592
07/12/2024 04:45;07/12/2024 03:45;12,2468;29,3584;30,7899;82,8864;0;40,9446
07/12/2024 05:00;07/12/2024 04:00;12,2541;25,7117;30,884;71,6652;0;41,0827
07/12/2024 05:15;07/12/2024 04:15;12,2541;18,3034;31,1429;46,5888;0;41,0367
07/12/2024 05:30;07/12/2024 04:30;12,2721;25,3082;30,8782;69,5916;0;40,8064
07/12/2024 05:45;07/12/2024 04:45;12,2323;28,8166;30,7914;81,0888;0;41,4078
07/12/2024 06:00;07/12/2024 05:00;12,2323;29,8964;30,6438;83,3028;0;40,7197
07/12/2024 06:15;07/12/2024 05:15;12,2179;30,4382;30,4731;84,642;0;39,6415
07/12/2024 06:30;07/12/2024 05:30;12,2504;25,9846;30,816;72,4452;0;41,1234
07/12/2024 06:45;07/12/2024 05:45;12,2143;25,0393;30,7465;69,1728;0;40,8524
07/12/2024 07:00;07/12/2024 06:00;12,2251;25,3082;30,897;70,6104;0;40,8524
07/12/2024 07:15;07/12/2024 06:15;12,236;33,9466;30,7046;95,3376;0;40,6682
07/12/2024 07:30;07/12/2024 06:30;12,2468;21,527;30,9679;58,638;0;33,454
07/12/2024 07:45;07/12/2024 06:45;12,2287;25,3082;30,9462;70,032;0;36,1306
07/12/2024 08:00;07/12/2024 07:00;12,2541;27,7684;30,7364;77,9136;0;36,2281
07/12/2024 08:15;07/12/2024 07:15;12,2541;27,0644;30,7046;75,9528;0;34,6081
07/12/2024 08:30;07/12/2024 07:30;12,2468;14,7792;31,1068;32,5596;0;40,9256
07/12/2024 08:45;07/12/2024 07:45;12,236;14,7792;31,0619;32,2044;0;40,4813
07/12/2024 09:00;07/12/2024 08:00;12,2323;14,7832;31,0344;32,3412;0;40,7576
07/12/2024 09:15;07/12/2024 08:15;12,2251;14,7792;31,0431;32,4036;0;40,7576
07/12/2024 09:30;07/12/2024 08:30;12,2468;14,8306;31,0229;32,3904;0;40,9446
07/12/2024 09:45;07/12/2024 08:45;12,2504;14,7792;31,02;32,4084;0;38,4495
07/12/2024 10:00;07/12/2024 09:00;12,2468;14,8465;30,9997;32,3496;0;32,3677
